"id","name","author","title","description","url","urlToImage","publishedAt","content"
"the-washington-post","The Washington Post","https://www.facebook.com/philip.bump","Why Trump's unpopularity may not be the handicap you'd expect - Washington Post","Washington Post Why Trump's unpopularity may not be the handicap you'd expect Washington Post The Republican Party comes into Election Day with a significant handicap. The party's leader, the man in the White House, is less popular nationally coming into a mi…","https://www.washingtonpost.com/politics/2018/11/06/why-trumps-unpopularity-may-not-be-handicap-youd-expect/","https://www.washingtonpost.com/resizer/9P1dv2AJWdO4_2TW07HDk7dYo3Y=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/GRSI75XBRUI6RORQU7PNATMPVQ.jpg","2018-11-06T18:09:54Z","The Republican Party comes into Election Day with a significant handicap. The partys leader, the man in the White House, is less popular nationally coming into a midterm election than any president since 1974, save one: George W. Bush in 2006, whose popularit… [+5713 chars]"
NA,"Heavy.com","Erin Laviola","Ohio Voter Turnout: How Many People Voted in the Midterm Election? - Heavy.com","Heavy.com Ohio Voter Turnout: How Many People Voted in the Midterm Election? Heavy.com Ohio voter turnout for the 2018 midterm election is projected to be the highest the state has seen for a midterm since the early 1990s. In addition, early voting numbers ar…","https://heavy.com/news/2018/11/ohio-voter-turnout-midterm-election/","https://heavyeditorial.files.wordpress.com/2018/11/ohio-voting.jpg?quality=65&strip=all&w=780","2018-11-06T21:42:31Z","Getty Voters cast their ballots at the Franklin Elementary School on November 6, 2018 in Kent, Ohio Ohio voter turnout for the 2018 midterm election was the highest the state has seen for a midterm in more than 20 years. According to the Ohio Secretary of Sta… [+2903 chars]"
"mashable","Mashable","Marcus Gilmer","Ted Cruz meets Triumph the Insult Comic Dog, and it goes exactly how you'd expect","It wouldn't be election season without a visit from one of the hardest working campaign trail reporters around: Triumph the Insult Comic Dog. With Conan O'Brien on a break this week, Triumph picked up his mic and hit the road to Texas for The Late Show with S…","https://mashable.com/video/ted-cruz-beto-orourke-triumph-the-insult-comic-dog/","https://i.amz.mshcdn.com/Jq7XhDIULMp5PHOaZwXfRhvmDMA=/1200x630/2018%2F11%2F06%2F55%2F3978f37ecb81490486bbd04132575394.e3fa4.png","2018-11-06T14:45:17Z","It wouldn't be election season without a visit from one of the hardest working campaign trail reporters around: Triumph the Insult Comic Dog. With Conan O'Brien on a break this week, Triumph picked up his mic and hit the road to Texas for The Late Show with S… [+527 chars]"
NA,"Thisisinsider.com","Kristin Salaky","34 celebrities who proudly voted in the midterm election","Many celebrities are vocal when it comes to politics, no matter what side of the aisle that they fall on. And with the midterm elections happening on Tuesday, stars took to their social media to encourage followers to get out and vote. We rounded up some of t…","https://www.thisisinsider.com/celebrities-voting-2018-midterms-2018-11","https://amp.businessinsider.com/images/5be1f9f9dde867027e02c15f-960-480.jpg","2018-11-06T20:30:20Z",NA
"business-insider","Business Insider","Gina Heeb","Stocks jump as America awaits the midterm election results","Stocks rose as Americans cast ballots across the country. Technology stocks had fallen a day earlier on iPhone demand concerns. Follow US stocks in real time here. Stocks rose Tuesday as the technology sector staged a recovery and as earnings season elevated …","https://markets.businessinsider.com/news/stocks/stocks-jump-as-america-awaits-midterm-election-results-2018-11-1027698586","https://static4.businessinsider.com/image/5a7c9d1e5124c9971e935ca4-800/mom-and-pop-investors-undeterred-by-wild-us-stock-market.jpg","2018-11-06T21:05:00Z","Thomson Reuters Stocks rose Tuesday as the technology sector staged a recovery and as earnings season elevated Wall Street hours before polling stations were scheduled to begin closing around the US, with investors bracing for the possibility of a changing po… [+2024 chars]"
"the-washington-post","The Washington Post",NA,"Election Day: Control of Congress at stake as voters head to the polls - Washington Post","Washington Post Election Day: Control of Congress at stake as voters head to the polls Washington Post President Trump's chaotic and divisive approach to governing drove supporters and opponents to the polls Tuesday in a crucial midterm election that will det…","https://www.washingtonpost.com/politics/midterm-elections-voters-head-to-the-polls-with-control-of-congress-at-stake/2018/11/06/26931840-e14a-11e8-b759-3d88a5ce9e19_story.html","https://www.washingtonpost.com/resizer/mlRuYZQagK_VXx1d8NfH01yjPzY=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/6CZKCZXBYQI6RKZMWMO42U6KNM.jpg","2018-11-06T16:00:05Z","President Trumps chaotic and divisive approach to governing drove supporters and opponents to the polls Tuesday in a crucial midterm election that will determine control of Congress for the next two years. With dozens of key races down to the wire nationwide,… [+4802 chars]"
"the-new-york-times","The New York Times","CHRIS STANFORD","Midterm Elections, Donald Trump, Amazon: Your Tuesday Briefing","Getting out the vote in St. Louis on Monday. Times photographers across the country captured the last days of the midterm campaigns.","https://www.nytimes.com/2018/11/06/briefing/midterm-elections-donald-trump-amazon.html","https://static01.nyt.com/images/2018/11/06/world/06USBriefing-amcore/06USBriefing-election-facebookJumbo.jpg","2018-11-06T11:10:56Z","The Times, in other words Heres an image of todays front page, and links to our Opinion content and crossword puzzles. What were reading Alan Henry, a Smarter Living editor, recommends this piece from Engadget : Theres a lot to learn from spending a day with … [+1193 chars]"
"business-insider","Business Insider","Gina Heeb","Stocks jump as America awaits the midterm election results","Stocks rose as Americans cast ballots across the country. Technology stocks had fallen a day earlier on iPhone demand concerns. Follow US stocks in real time here. Stocks rose Tuesday as the technology sector staged a recovery and as earnings season elevated …","https://www.businessinsider.com/stocks-jump-as-america-awaits-midterm-election-results-2018-11","https://amp.businessinsider.com/images/5bd71047cd6f386a3145dfc5-750-375.jpg","2018-11-06T21:05:00Z","Stocks rose Tuesday as the technology sector staged a recovery and as earnings season elevated Wall Street hours before polling stations were scheduled to begin closing around the US, with investors bracing for the possibility of a changing power balance in W… [+2008 chars]"
NA,"Slate.com",NA,"Election Night Results: The Senate","Below are the 35 Senate races of the midterms. Democrats need to net only two seats to increase their total to 51 and take control of the Senate, but that will be difficult while the party is defending 26 of its seats, including several incumbents who are in …","https://slate.com/news-and-politics/2018/11/midterm-elections-results-2018-senate.html","https://compote.slate.com/images/a09cd6a9-6eba-41ed-8822-472998afb84b.jpeg?width=780&height=520&rect=1560x1040&offset=0x0","2018-11-06T22:33:59Z","Below are the 35 Senate races of the midterms. Democrats need to net only two seats to increase their total to 51 and take control of the Senate, but that will be difficult while the party is defending 26 of its seats, including several incumbents who are in … [+2228 chars]"
NA,"Slate.com",NA,"Election Day Open Thread","Today is election day. As you wait for the returns to drip in, use the comment thread on this page to share your prognostications, worst fears, stories about your voting experience, and whatever else is on your mind.","https://slate.com/news-and-politics/2018/11/election-day-open-thread-midterm-results.html","https://compote.slate.com/images/2e05e137-6dc1-4f1c-82db-e9c7a09888f5.jpeg?width=780&height=520&rect=4520x3013&offset=598x399","2018-11-06T17:00:59Z","Today is election day. As you wait for the returns to drip in, use the comment thread on this page to share your prognostications, worst fears, stories about your voting experience, and whatever else is on your mind. Please keep the discussion cordial and ele… [+547 chars]"
NA,"Baltimoresun.com","Baltimore Sun","Election Day 2018: Live coverage from Maryland polls - Baltimore Sun","Baltimore Sun Election Day 2018: Live coverage from Maryland polls Baltimore Sun Marylanders will vote Tuesday in elections for governor, comptroller, attorney general, U.S. Senator, all eight seats in the House of Representatives and all 188 seats in the Gen…","https://www.baltimoresun.com/news/maryland/politics/bs-md-election-live-20181105-story.html","https://www.trbimg.com/img-5be1644b/turbine/bs-md-election-live-20181105","2018-11-06T09:03:26Z","Marylanders will vote Tuesday in elections for governor, comptroller, attorney general, U.S. Senator, all eight seats in the House of Representatives and all 188 seats in the General Assembly. Local elections for county executives, council members or commissi… [+284 chars]"
NA,"Fastcompany.com","Christopher Zara","Blue Wave watch: 4 ways to track election results and get either ecstatic or furious - Fast Company","Fast Company Blue Wave watch: 4 ways to track election results and get either ecstatic or furious Fast Company Saturday Night Live made fun of it. Steve Bannon admitted he's worried about it. But until the races are over, no one really knows if the 2018 midte…","https://www.fastcompany.com/90262801/blue-wave-watch-4-ways-to-track-election-results-online-and-get-either-ecstatic-or-furious","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-90262801-blue-wave-watch-tk-ways-to-track-the-2018-midterm-election-in-real-time.jpg","2018-11-06T20:26:09Z","Saturday Night Live made fun of it. Steve Bannon admitted he’s worried about it. But until the races are over, no one really knows if the 2018 midterm elections will bring a so-called Blue Wave of Democratic victories. First, a little math: To take back the H… [+1043 chars]"
NA,"Gizmodo.com","Victoria Song","It's 2018, and Voting Is the Most Technologically Stupid Thing in My Life","It’s 2018. A storm is raging down the Eastern coast of the U.S., my smartphone can do almost anything I ask it, and yet I’m still expected to physically haul myself down to the polls. Read more...","https://gizmodo.com/its-2018-and-voting-is-the-most-technologically-stupid-1830252636","https://i.kinja-img.com/gawker-media/image/upload/s--2r-IzD47--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/q5cdsxmyt4fa1z0r714s.jpg","2018-11-06T16:03:00Z","Its 2018. A storm is raging down the Eastern coast of the U.S., my smartphone can do almost anything I ask it, and yet Im still expected to physically haul myself down to the polls. I diddespite what you might believe about millennials. I believe in swiping r… [+5484 chars]"
